InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales
503785,P006,Noise Cancelling Headphones,3,2023-04-22,129.99,10206,Switzerland,389.97
503786,P005,Webcam,4,2023-08-05,49.99,10097,United Kingdom,199.96
503787,P003,USB-C Cable,2,2023-03-24,9.99,10275,Germany,19.98
503788,P002,Mechanical Keyboard,1,2023-11-21,79.99,10130,France,79.99
503789,P008,Bluetooth Speaker,3,2023-01-22,39.99,10318,France,119.97
503790,P006,Noise Cancelling Headphones,3,2023-04-19,129.99,10170,Germany,389.97
503791,P005,Webcam,4,2023-12-23,49.99,10139,Spain,199.96
503792,P005,Webcam,5,2023-12-22,49.99,10188,United Kingdom,249.95000000000002
503793,P005,Webcam,4,2023-03-09,49.99,10405,Italy,199.96
503794,P008,Bluetooth Speaker,4,2023-06-29,39.99,10423,Spain,159.96
503795,P008,Bluetooth Speaker,5,2023-06-18,39.99,10011,Germany,199.95000000000002
503796,P006,Noise Cancelling Headphones,2,2023-01-22,129.99,10440,Netherlands,259.98
503797,P006,Noise Cancelling Headphones,2,2023-01-21,129.99,10206,United Kingdom,259.98
503798,P007,Portable SSD,4,2023-10-27,99.99,10211,Netherlands,399.96
503799,P004,Laptop Stand,5,2023-11-06,29.99,10126,France,149.95
503800,P004,Laptop Stand,2,2023-03-26,29.99,10330,Italy,59.98
503801,P005,Webcam,1,2023-12-02,49.99,10439,France,49.99
503802,P006,Noise Cancelling Headphones,4,2023-06-08,129.99,10475,Spain,519.96
503803,P007,Portable SSD,3,2023-03-14,99.99,10198,United Kingdom,299.96999999999997
503804,P007,Portable SSD,1,2023-04-11,99.99,10143,Spain,99.99
503805,P001,Wireless Mouse,2,2023-09-01,15.99,10499,Netherlands,31.98
503806,P007,Portable SSD,3,2023-12-19,99.99,10119,Germany,299.96999999999997
503807,P005,Webcam,3,2023-12-25,49.99,10327,Spain,149.97
503808,P001,Wireless Mouse,2,2023-01-02,15.99,10084,Spain,31.98
503809,P001,Wireless Mouse,3,2023-10-24,15.99,10158,Switzerland,47.97
503810,P005,Webcam,3,2023-05-03,49.99,10173,Switzerland,149.97
503811,P003,USB-C Cable,5,2023-03-23,9.99,10437,Belgium,49.95
503812,P001,Wireless Mouse,4,2023-05-20,15.99,10481,France,63.96
503813,P006,Noise Cancelling Headphones,5,2023-09-27,129.99,10467,Netherlands,649.95
503814,P008,Bluetooth Speaker,4,2023-12-21,39.99,10019,Netherlands,159.96
503815,P001,Wireless Mouse,5,2023-12-03,15.99,10006,Belgium,79.95
503816,P004,Laptop Stand,2,2023-04-16,29.99,10244,Italy,59.98
503817,P005,Webcam,2,2023-06-20,49.99,10361,France,99.98
503818,P006,Noise Cancelling Headphones,1,2023-03-10,129.99,10002,Spain,129.99
503819,P002,Mechanical Keyboard,5,2023-12-28,79.99,10148,France,399.95
503820,P005,Webcam,1,2023-04-10,49.99,10063,Belgium,49.99
503821,P006,Noise Cancelling Headphones,2,2023-01-09,129.99,10480,France,259.98
503822,P002,Mechanical Keyboard,1,2023-01-29,79.99,10012,Spain,79.99
503823,P008,Bluetooth Speaker,5,2023-04-24,39.99,10478,Germany,199.95000000000002
503824,P006,Noise Cancelling Headphones,1,2023-05-23,129.99,10404,Switzerland,129.99
503825,P005,Webcam,2,2023-06-06,49.99,10278,Germany,99.98
503826,P004,Laptop Stand,5,2023-09-17,29.99,10196,Italy,149.95
503827,P006,Noise Cancelling Headphones,2,2023-08-30,129.99,10070,Belgium,259.98
503828,P003,USB-C Cable,1,2023-06-21,9.99,10448,Germany,9.99
503829,P006,Noise Cancelling Headphones,3,2023-09-27,129.99,10215,United Kingdom,389.97
503830,P003,USB-C Cable,3,2023-04-24,9.99,10181,Spain,29.97
503831,P001,Wireless Mouse,2,2023-11-16,15.99,10107,Spain,31.98
503832,P006,Noise Cancelling Headphones,5,2023-12-28,129.99,10277,France,649.95
503833,P002,Mechanical Keyboard,2,2023-09-12,79.99,10058,Netherlands,159.98
503834,P008,Bluetooth Speaker,4,2023-02-27,39.99,10421,Netherlands,159.96
503835,P007,Portable SSD,1,2023-11-09,99.99,10028,Switzerland,99.99
503836,P006,Noise Cancelling Headphones,5,2023-07-15,129.99,10136,United Kingdom,649.95
503837,P006,Noise Cancelling Headphones,1,2023-04-02,129.99,10458,United Kingdom,129.99
503838,P007,Portable SSD,4,2023-10-20,99.99,10395,Belgium,399.96
503839,P003,USB-C Cable,4,2023-04-08,9.99,10224,Belgium,39.96
503840,P006,Noise Cancelling Headphones,4,2023-03-10,129.99,10296,United Kingdom,519.96
503841,P006,Noise Cancelling Headphones,5,2023-05-17,129.99,10178,United Kingdom,649.95
503842,P005,Webcam,2,2023-02-01,49.99,10191,Germany,99.98
503843,P005,Webcam,1,2023-05-06,49.99,10480,Spain,49.99
503844,P005,Webcam,3,2023-01-30,49.99,10233,United Kingdom,149.97
503845,P006,Noise Cancelling Headphones,2,2023-07-23,129.99,10384,Netherlands,259.98
503846,P003,USB-C Cable,5,2023-05-11,9.99,10003,Germany,49.95
503847,P003,USB-C Cable,2,2023-07-04,9.99,10446,Spain,19.98
503848,P005,Webcam,5,2023-10-13,49.99,10188,Germany,249.95000000000002
503849,P001,Wireless Mouse,1,2023-03-03,15.99,10315,France,15.99
503850,P003,USB-C Cable,3,2023-03-09,9.99,10052,Netherlands,29.97
503851,P003,USB-C Cable,1,2023-06-28,9.99,10314,Italy,9.99
503852,P001,Wireless Mouse,5,2023-08-19,15.99,10436,Switzerland,79.95
503853,P005,Webcam,4,2023-06-12,49.99,10195,Italy,199.96
503854,P006,Noise Cancelling Headphones,1,2023-05-10,129.99,10053,Italy,129.99
503855,P006,Noise Cancelling Headphones,5,2023-09-03,129.99,10153,Germany,649.95
503856,P002,Mechanical Keyboard,1,2023-06-21,79.99,10148,Spain,79.99
503857,P005,Webcam,4,2023-02-16,49.99,10241,Italy,199.96
503858,P007,Portable SSD,2,2023-12-18,99.99,10162,Switzerland,199.98
503859,P007,Portable SSD,2,2023-11-29,99.99,10173,Netherlands,199.98
503860,P008,Bluetooth Speaker,5,2023-02-27,39.99,10077,Belgium,199.95000000000002
503861,P001,Wireless Mouse,2,2023-10-27,15.99,10499,Germany,31.98
503862,P001,Wireless Mouse,2,2023-09-13,15.99,10408,France,31.98
503863,P001,Wireless Mouse,3,2023-06-11,15.99,10245,Belgium,47.97
503864,P007,Portable SSD,5,2023-10-13,99.99,10271,Germany,499.95
503865,P008,Bluetooth Speaker,3,2023-01-03,39.99,10210,France,119.97
503866,P002,Mechanical Keyboard,2,2023-11-09,79.99,10078,Switzerland,159.98
503867,P004,Laptop Stand,5,2023-07-17,29.99,10149,Switzerland,149.95
503868,P006,Noise Cancelling Headphones,3,2023-07-07,129.99,10409,Germany,389.97
503869,P006,Noise Cancelling Headphones,2,2023-11-01,129.99,10417,Belgium,259.98
503870,P003,USB-C Cable,2,2023-07-23,9.99,10338,France,19.98
503871,P006,Noise Cancelling Headphones,1,2023-01-11,129.99,10297,Switzerland,129.99
503872,P008,Bluetooth Speaker,2,2023-05-26,39.99,10387,France,79.98
503873,P005,Webcam,5,2023-04-10,49.99,10408,United Kingdom,249.95000000000002
503874,P007,Portable SSD,4,2023-02-15,99.99,10375,Spain,399.96
503875,P002,Mechanical Keyboard,4,2023-10-05,79.99,10450,Spain,319.96
503876,P001,Wireless Mouse,5,2023-07-06,15.99,10046,Belgium,79.95
503877,P001,Wireless Mouse,2,2023-09-12,15.99,10364,Belgium,31.98
503878,P008,Bluetooth Speaker,5,2023-01-30,39.99,10186,Germany,199.95000000000002
503879,P005,Webcam,2,2023-11-09,49.99,10119,Netherlands,99.98
503880,P005,Webcam,1,2023-04-25,49.99,10317,France,49.99
503881,P003,USB-C Cable,4,2023-10-08,9.99,10356,France,39.96
503882,P002,Mechanical Keyboard,3,2023-09-18,79.99,10255,Italy,239.96999999999997
503883,P006,Noise Cancelling Headphones,3,2023-07-26,129.99,10237,Spain,389.97
503884,P007,Portable SSD,3,2023-08-03,99.99,10078,Netherlands,299.96999999999997
503885,P006,Noise Cancelling Headphones,3,2023-02-09,129.99,10443,Italy,389.97
503886,P004,Laptop Stand,2,2023-01-27,29.99,10224,United Kingdom,59.98
503887,P002,Mechanical Keyboard,3,2023-06-19,79.99,10394,Spain,239.96999999999997
503888,P008,Bluetooth Speaker,5,2023-06-16,39.99,10242,Switzerland,199.95000000000002
503889,P008,Bluetooth Speaker,4,2023-06-18,39.99,10067,Spain,159.96
503890,P006,Noise Cancelling Headphones,1,2023-08-17,129.99,10469,Netherlands,129.99
503891,P006,Noise Cancelling Headphones,3,2023-04-07,129.99,10304,United Kingdom,389.97
503892,P003,USB-C Cable,2,2023-12-18,9.99,10275,Italy,19.98
503893,P004,Laptop Stand,4,2023-03-13,29.99,10387,Italy,119.96
503894,P005,Webcam,5,2023-04-16,49.99,10101,Netherlands,249.95000000000002
503895,P006,Noise Cancelling Headphones,4,2023-06-26,129.99,10090,United Kingdom,519.96
503896,P007,Portable SSD,2,2023-05-13,99.99,10082,Spain,199.98
503897,P005,Webcam,5,2023-06-10,49.99,10432,United Kingdom,249.95000000000002
503898,P007,Portable SSD,3,2023-10-06,99.99,10122,Belgium,299.96999999999997
503899,P006,Noise Cancelling Headphones,1,2023-08-23,129.99,10496,Italy,129.99
503900,P008,Bluetooth Speaker,2,2023-08-30,39.99,10369,Italy,79.98
503901,P005,Webcam,5,2023-10-13,49.99,10214,Germany,249.95000000000002
503902,P007,Portable SSD,2,2023-05-24,99.99,10216,Switzerland,199.98
503903,P001,Wireless Mouse,5,2023-02-08,15.99,10202,United Kingdom,79.95
503904,P005,Webcam,1,2023-06-03,49.99,10362,France,49.99
503905,P002,Mechanical Keyboard,1,2023-08-29,79.99,10243,Italy,79.99
503906,P002,Mechanical Keyboard,2,2023-05-14,79.99,10281,Netherlands,159.98
503907,P005,Webcam,2,2023-06-15,49.99,10105,Belgium,99.98
503908,P006,Noise Cancelling Headphones,2,2023-08-04,129.99,10035,United Kingdom,259.98
503909,P001,Wireless Mouse,2,2023-03-13,15.99,10144,France,31.98
503910,P001,Wireless Mouse,4,2023-11-26,15.99,10027,Italy,63.96
503911,P001,Wireless Mouse,1,2023-09-04,15.99,10102,France,15.99
503912,P008,Bluetooth Speaker,5,2023-07-05,39.99,10342,Germany,199.95000000000002
503913,P001,Wireless Mouse,2,2023-05-20,15.99,10073,United Kingdom,31.98
503914,P002,Mechanical Keyboard,3,2023-10-05,79.99,10000,Spain,239.96999999999997
503915,P002,Mechanical Keyboard,3,2023-05-31,79.99,10250,France,239.96999999999997
503916,P006,Noise Cancelling Headphones,2,2023-03-30,129.99,10050,France,259.98
503917,P008,Bluetooth Speaker,5,2023-08-01,39.99,10471,Italy,199.95000000000002
503918,P007,Portable SSD,1,2023-07-02,99.99,10073,Spain,99.99
503919,P001,Wireless Mouse,3,2023-01-09,15.99,10216,France,47.97
503920,P005,Webcam,4,2023-09-26,49.99,10199,Switzerland,199.96
503921,P003,USB-C Cable,2,2023-02-20,9.99,10183,Belgium,19.98
503922,P008,Bluetooth Speaker,2,2023-02-03,39.99,10086,United Kingdom,79.98
503923,P001,Wireless Mouse,3,2023-08-18,15.99,10095,United Kingdom,47.97
503924,P008,Bluetooth Speaker,3,2023-04-30,39.99,10204,Netherlands,119.97
503925,P007,Portable SSD,3,2023-11-22,99.99,10308,Belgium,299.96999999999997
503926,P001,Wireless Mouse,1,2023-11-19,15.99,10184,Netherlands,15.99
503927,P001,Wireless Mouse,2,2023-04-13,15.99,10229,Netherlands,31.98
503928,P006,Noise Cancelling Headphones,1,2023-05-13,129.99,10232,United Kingdom,129.99
503929,P005,Webcam,3,2023-05-19,49.99,10208,Belgium,149.97
503930,P008,Bluetooth Speaker,1,2023-04-04,39.99,10055,Italy,39.99
503931,P002,Mechanical Keyboard,4,2023-05-09,79.99,10079,France,319.96
503932,P008,Bluetooth Speaker,3,2023-04-02,39.99,10428,Netherlands,119.97
503933,P005,Webcam,5,2023-07-29,49.99,10411,United Kingdom,249.95000000000002
503934,P001,Wireless Mouse,4,2023-11-29,15.99,10238,United Kingdom,63.96
503935,P001,Wireless Mouse,1,2023-05-10,15.99,10456,Switzerland,15.99
503936,P006,Noise Cancelling Headphones,5,2023-06-22,129.99,10138,United Kingdom,649.95
503937,P001,Wireless Mouse,3,2023-12-22,15.99,10019,Netherlands,47.97
503938,P007,Portable SSD,3,2023-11-10,99.99,10155,United Kingdom,299.96999999999997
503939,P002,Mechanical Keyboard,5,2023-05-23,79.99,10421,Switzerland,399.95
503940,P003,USB-C Cable,4,2023-12-17,9.99,10133,Spain,39.96
503941,P006,Noise Cancelling Headphones,2,2023-10-26,129.99,10407,Switzerland,259.98
503942,P006,Noise Cancelling Headphones,2,2023-07-11,129.99,10372,Netherlands,259.98
503943,P001,Wireless Mouse,3,2023-09-15,15.99,10101,Spain,47.97
503944,P007,Portable SSD,2,2023-06-15,99.99,10059,Germany,199.98
503945,P008,Bluetooth Speaker,3,2023-08-20,39.99,10115,Spain,119.97
503946,P002,Mechanical Keyboard,2,2023-01-29,79.99,10098,Netherlands,159.98
503947,P007,Portable SSD,3,2023-11-30,99.99,10086,Belgium,299.96999999999997
503948,P007,Portable SSD,1,2023-10-31,99.99,10024,Belgium,99.99
503949,P001,Wireless Mouse,1,2023-11-19,15.99,10494,Netherlands,15.99
503950,P006,Noise Cancelling Headphones,2,2023-10-21,129.99,10093,Italy,259.98
503951,P002,Mechanical Keyboard,5,2023-09-06,79.99,10383,Spain,399.95
503952,P002,Mechanical Keyboard,1,2023-10-10,79.99,10356,France,79.99
503953,P002,Mechanical Keyboard,2,2023-07-17,79.99,10401,Spain,159.98
503954,P001,Wireless Mouse,4,2023-12-22,15.99,10435,Italy,63.96
503955,P005,Webcam,4,2023-01-17,49.99,10064,Netherlands,199.96
503956,P005,Webcam,3,2023-06-17,49.99,10460,Spain,149.97
503957,P007,Portable SSD,2,2023-09-01,99.99,10021,United Kingdom,199.98
503958,P001,Wireless Mouse,3,2023-03-17,15.99,10181,France,47.97
503959,P006,Noise Cancelling Headphones,4,2023-09-05,129.99,10216,United Kingdom,519.96
503960,P005,Webcam,5,2023-03-26,49.99,10466,United Kingdom,249.95000000000002
503961,P007,Portable SSD,3,2023-03-10,99.99,10246,Germany,299.96999999999997
503962,P005,Webcam,3,2023-12-13,49.99,10182,Spain,149.97
503963,P005,Webcam,1,2023-08-04,49.99,10057,Germany,49.99
503964,P008,Bluetooth Speaker,1,2023-04-04,39.99,10178,United Kingdom,39.99
503965,P008,Bluetooth Speaker,5,2023-04-25,39.99,10226,Switzerland,199.95000000000002
503966,P001,Wireless Mouse,4,2023-01-31,15.99,10205,Belgium,63.96
503967,P005,Webcam,3,2023-12-09,49.99,10135,Germany,149.97
503968,P002,Mechanical Keyboard,1,2023-05-10,79.99,10379,Italy,79.99
503969,P003,USB-C Cable,1,2023-01-27,9.99,10027,Germany,9.99
503970,P007,Portable SSD,3,2023-01-02,99.99,10275,France,299.96999999999997
503971,P005,Webcam,5,2023-01-21,49.99,10152,United Kingdom,249.95000000000002
503972,P005,Webcam,2,2023-06-29,49.99,10393,Germany,99.98
503973,P003,USB-C Cable,5,2023-12-07,9.99,10013,France,49.95
503974,P003,USB-C Cable,5,2023-01-20,9.99,10199,Germany,49.95
503975,P001,Wireless Mouse,5,2023-02-07,15.99,10095,Germany,79.95
503976,P001,Wireless Mouse,4,2023-01-25,15.99,10192,France,63.96
503977,P006,Noise Cancelling Headphones,2,2023-05-01,129.99,10121,Netherlands,259.98
503978,P006,Noise Cancelling Headphones,2,2023-06-18,129.99,10269,Italy,259.98
503979,P006,Noise Cancelling Headphones,1,2023-11-19,129.99,10203,Italy,129.99
503980,P006,Noise Cancelling Headphones,1,2023-01-01,129.99,10277,Spain,129.99
503981,P003,USB-C Cable,3,2023-09-18,9.99,10184,Italy,29.97
503982,P002,Mechanical Keyboard,5,2023-02-17,79.99,10129,Netherlands,399.95
503983,P003,USB-C Cable,1,2023-11-09,9.99,10194,Belgium,9.99
503984,P002,Mechanical Keyboard,3,2023-10-18,79.99,10370,Switzerland,239.96999999999997
503985,P005,Webcam,4,2023-04-04,49.99,10329,Germany,199.96
503986,P005,Webcam,5,2023-10-05,49.99,10214,Netherlands,249.95000000000002
503987,P004,Laptop Stand,5,2023-07-04,29.99,10255,Netherlands,149.95
503988,P001,Wireless Mouse,3,2023-11-05,15.99,10486,Belgium,47.97
503989,P007,Portable SSD,4,2023-03-10,99.99,10154,United Kingdom,399.96
503990,P001,Wireless Mouse,1,2023-07-19,15.99,10301,Switzerland,15.99
503991,P006,Noise Cancelling Headphones,2,2023-07-31,129.99,10496,Spain,259.98
503992,P007,Portable SSD,4,2023-01-16,99.99,10328,France,399.96
503993,P005,Webcam,2,2023-11-28,49.99,10197,Italy,99.98
503994,P001,Wireless Mouse,5,2023-12-31,15.99,10466,Germany,79.95
503995,P008,Bluetooth Speaker,2,2023-02-08,39.99,10101,Germany,79.98
503996,P001,Wireless Mouse,1,2023-09-13,15.99,10404,Germany,15.99
503997,P008,Bluetooth Speaker,4,2023-05-17,39.99,10034,Switzerland,159.96
503998,P001,Wireless Mouse,2,2023-06-27,15.99,10071,Switzerland,31.98
503999,P002,Mechanical Keyboard,5,2023-07-07,79.99,10109,United Kingdom,399.95
504000,P002,Mechanical Keyboard,3,2023-01-15,79.99,10278,Spain,239.96999999999997
504001,P004,Laptop Stand,4,2023-11-15,29.99,10056,Spain,119.96
504002,P002,Mechanical Keyboard,5,2023-08-02,79.99,10498,Italy,399.95
504003,P003,USB-C Cable,1,2023-11-26,9.99,10355,Switzerland,9.99
504004,P002,Mechanical Keyboard,2,2023-11-01,79.99,10130,Spain,159.98
504005,P007,Portable SSD,2,2023-09-20,99.99,10404,Germany,199.98
504006,P007,Portable SSD,4,2023-03-31,99.99,10442,Germany,399.96
504007,P004,Laptop Stand,5,2023-03-01,29.99,10120,Germany,149.95
504008,P006,Noise Cancelling Headphones,3,2023-01-29,129.99,10262,Netherlands,389.97
504009,P007,Portable SSD,5,2023-09-27,99.99,10032,Belgium,499.95
504010,P001,Wireless Mouse,1,2023-10-16,15.99,10149,Switzerland,15.99
504011,P007,Portable SSD,1,2023-10-04,99.99,10271,Netherlands,99.99
504012,P006,Noise Cancelling Headphones,1,2023-10-06,129.99,10024,Switzerland,129.99
504013,P005,Webcam,1,2023-07-05,49.99,10440,France,49.99
504014,P004,Laptop Stand,5,2023-10-03,29.99,10105,Germany,149.95
504015,P004,Laptop Stand,3,2023-06-30,29.99,10047,Italy,89.97
504016,P006,Noise Cancelling Headphones,5,2023-05-31,129.99,10182,Belgium,649.95
504017,P004,Laptop Stand,1,2023-08-19,29.99,10114,United Kingdom,29.99
504018,P003,USB-C Cable,2,2023-03-14,9.99,10073,Belgium,19.98
504019,P006,Noise Cancelling Headphones,1,2023-07-08,129.99,10176,United Kingdom,129.99
504020,P001,Wireless Mouse,1,2023-01-19,15.99,10111,Netherlands,15.99
504021,P007,Portable SSD,3,2023-11-22,99.99,10237,Belgium,299.96999999999997
504022,P004,Laptop Stand,3,2023-04-30,29.99,10242,France,89.97
504023,P008,Bluetooth Speaker,5,2023-02-03,39.99,10380,France,199.95000000000002
504024,P007,Portable SSD,4,2023-07-15,99.99,10176,France,399.96
504025,P008,Bluetooth Speaker,2,2023-07-21,39.99,10468,Switzerland,79.98
504026,P008,Bluetooth Speaker,5,2023-01-11,39.99,10029,Italy,199.95000000000002
504027,P003,USB-C Cable,3,2023-08-06,9.99,10410,Switzerland,29.97
504028,P007,Portable SSD,5,2023-09-10,99.99,10239,Switzerland,499.95
504029,P002,Mechanical Keyboard,1,2023-03-21,79.99,10376,Switzerland,79.99
504030,P002,Mechanical Keyboard,3,2023-01-16,79.99,10220,Italy,239.96999999999997
504031,P001,Wireless Mouse,4,2023-10-18,15.99,10272,Netherlands,63.96
504032,P005,Webcam,1,2023-01-21,49.99,10352,United Kingdom,49.99
504033,P004,Laptop Stand,2,2023-08-16,29.99,10044,Switzerland,59.98
504034,P007,Portable SSD,1,2023-10-15,99.99,10495,Netherlands,99.99
504035,P002,Mechanical Keyboard,1,2023-05-14,79.99,10362,Netherlands,79.99
504036,P002,Mechanical Keyboard,3,2023-06-02,79.99,10278,France,239.96999999999997
504037,P007,Portable SSD,2,2023-05-17,99.99,10302,Italy,199.98
504038,P004,Laptop Stand,4,2023-11-13,29.99,10244,Spain,119.96
504039,P008,Bluetooth Speaker,3,2023-04-13,39.99,10290,Spain,119.97
504040,P001,Wireless Mouse,1,2023-02-24,15.99,10123,United Kingdom,15.99
504041,P003,USB-C Cable,1,2023-04-11,9.99,10315,France,9.99
504042,P006,Noise Cancelling Headphones,5,2023-08-14,129.99,10489,Spain,649.95
504043,P006,Noise Cancelling Headphones,5,2023-01-26,129.99,10312,Switzerland,649.95
504044,P008,Bluetooth Speaker,1,2023-07-01,39.99,10057,United Kingdom,39.99
504045,P006,Noise Cancelling Headphones,2,2023-01-31,129.99,10080,France,259.98
504046,P002,Mechanical Keyboard,3,2023-10-12,79.99,10191,Germany,239.96999999999997
504047,P003,USB-C Cable,2,2023-08-12,9.99,10243,Spain,19.98
504048,P008,Bluetooth Speaker,1,2023-08-20,39.99,10059,Netherlands,39.99
504049,P001,Wireless Mouse,4,2023-09-13,15.99,10238,Spain,63.96
504050,P001,Wireless Mouse,2,2023-01-24,15.99,10217,Germany,31.98
504051,P002,Mechanical Keyboard,5,2023-07-10,79.99,10464,Netherlands,399.95
504052,P005,Webcam,3,2023-01-25,49.99,10089,Netherlands,149.97
504053,P008,Bluetooth Speaker,3,2023-10-15,39.99,10070,Switzerland,119.97
504054,P008,Bluetooth Speaker,4,2023-12-04,39.99,10284,United Kingdom,159.96
504055,P006,Noise Cancelling Headphones,2,2023-02-06,129.99,10366,Germany,259.98
504056,P005,Webcam,2,2023-05-17,49.99,10266,Belgium,99.98
504057,P001,Wireless Mouse,4,2023-08-15,15.99,10007,Belgium,63.96
504058,P004,Laptop Stand,4,2023-07-01,29.99,10000,Belgium,119.96
504059,P005,Webcam,2,2023-03-27,49.99,10468,Italy,99.98
504060,P005,Webcam,3,2023-02-22,49.99,10210,Belgium,149.97
504061,P003,USB-C Cable,4,2023-12-21,9.99,10091,Italy,39.96
504062,P002,Mechanical Keyboard,3,2023-09-24,79.99,10282,Italy,239.96999999999997
504063,P004,Laptop Stand,1,2023-04-10,29.99,10275,Germany,29.99
504064,P007,Portable SSD,3,2023-01-15,99.99,10248,Netherlands,299.96999999999997
504065,P008,Bluetooth Speaker,3,2023-04-11,39.99,10373,Italy,119.97
504066,P001,Wireless Mouse,5,2023-01-29,15.99,10275,France,79.95
504067,P007,Portable SSD,2,2023-04-17,99.99,10318,Italy,199.98
504068,P001,Wireless Mouse,2,2023-12-30,15.99,10258,Switzerland,31.98
504069,P006,Noise Cancelling Headphones,2,2023-03-25,129.99,10120,United Kingdom,259.98
504070,P002,Mechanical Keyboard,4,2023-08-02,79.99,10247,Netherlands,319.96
504071,P005,Webcam,2,2023-06-15,49.99,10129,France,99.98
504072,P008,Bluetooth Speaker,3,2023-03-31,39.99,10320,United Kingdom,119.97
504073,P003,USB-C Cable,3,2023-11-27,9.99,10369,Belgium,29.97
504074,P007,Portable SSD,4,2023-07-13,99.99,10149,Germany,399.96
504075,P005,Webcam,3,2023-05-16,49.99,10450,United Kingdom,149.97
504076,P006,Noise Cancelling Headphones,5,2023-05-19,129.99,10454,Switzerland,649.95
504077,P001,Wireless Mouse,5,2023-10-01,15.99,10182,Italy,79.95
504078,P001,Wireless Mouse,2,2023-04-28,15.99,10106,United Kingdom,31.98
504079,P008,Bluetooth Speaker,2,2023-07-10,39.99,10407,United Kingdom,79.98
504080,P005,Webcam,4,2023-11-19,49.99,10294,Spain,199.96
504081,P005,Webcam,5,2023-03-19,49.99,10164,Germany,249.95000000000002
504082,P005,Webcam,4,2023-03-16,49.99,10192,Germany,199.96
504083,P004,Laptop Stand,1,2023-01-21,29.99,10409,Spain,29.99
504084,P006,Noise Cancelling Headphones,2,2023-06-20,129.99,10242,Switzerland,259.98
504085,P005,Webcam,3,2023-02-17,49.99,10176,Belgium,149.97
504086,P002,Mechanical Keyboard,5,2023-07-07,79.99,10449,Switzerland,399.95
504087,P004,Laptop Stand,4,2023-11-02,29.99,10357,Spain,119.96
504088,P001,Wireless Mouse,5,2023-03-10,15.99,10413,Germany,79.95
504089,P001,Wireless Mouse,4,2023-11-30,15.99,10173,Switzerland,63.96
504090,P007,Portable SSD,1,2023-05-01,99.99,10489,United Kingdom,99.99
504091,P001,Wireless Mouse,3,2023-04-11,15.99,10396,Belgium,47.97
504092,P008,Bluetooth Speaker,5,2023-05-26,39.99,10317,Spain,199.95000000000002
504093,P002,Mechanical Keyboard,1,2023-08-31,79.99,10399,Belgium,79.99
504094,P006,Noise Cancelling Headphones,1,2023-12-03,129.99,10282,Netherlands,129.99
504095,P004,Laptop Stand,3,2023-04-05,29.99,10103,Italy,89.97
504096,P007,Portable SSD,2,2023-01-06,99.99,10471,Switzerland,199.98
504097,P002,Mechanical Keyboard,3,2023-04-10,79.99,10109,France,239.96999999999997
504098,P008,Bluetooth Speaker,4,2023-08-25,39.99,10417,France,159.96
504099,P005,Webcam,2,2023-09-15,49.99,10412,France,99.98
504100,P003,USB-C Cable,5,2023-12-03,9.99,10320,Belgium,49.95
504101,P005,Webcam,4,2023-05-22,49.99,10125,Spain,199.96
504102,P006,Noise Cancelling Headphones,4,2023-06-07,129.99,10377,Belgium,519.96
504103,P008,Bluetooth Speaker,1,2023-11-22,39.99,10109,France,39.99
504104,P001,Wireless Mouse,3,2023-12-10,15.99,10113,France,47.97
504105,P004,Laptop Stand,3,2023-12-04,29.99,10014,United Kingdom,89.97
504106,P006,Noise Cancelling Headphones,5,2023-10-07,129.99,10131,Spain,649.95
504107,P007,Portable SSD,2,2023-06-17,99.99,10135,Italy,199.98
504108,P001,Wireless Mouse,3,2023-08-02,15.99,10493,Spain,47.97
504109,P004,Laptop Stand,1,2023-10-01,29.99,10253,Spain,29.99
504110,P004,Laptop Stand,4,2023-11-28,29.99,10122,United Kingdom,119.96
504111,P003,USB-C Cable,1,2023-12-29,9.99,10006,United Kingdom,9.99
504112,P007,Portable SSD,4,2023-07-18,99.99,10448,Spain,399.96
504113,P005,Webcam,5,2023-06-11,49.99,10349,Germany,249.95000000000002
504114,P007,Portable SSD,3,2023-08-22,99.99,10262,France,299.96999999999997
504115,P006,Noise Cancelling Headphones,3,2023-04-26,129.99,10058,Italy,389.97
504116,P001,Wireless Mouse,5,2023-02-11,15.99,10072,France,79.95
504117,P002,Mechanical Keyboard,4,2023-07-29,79.99,10025,France,319.96
504118,P005,Webcam,2,2023-08-08,49.99,10326,United Kingdom,99.98
504119,P003,USB-C Cable,2,2023-04-28,9.99,10065,United Kingdom,19.98
504120,P002,Mechanical Keyboard,5,2023-11-05,79.99,10175,Switzerland,399.95
504121,P001,Wireless Mouse,4,2023-04-10,15.99,10330,Netherlands,63.96
504122,P001,Wireless Mouse,5,2023-11-01,15.99,10032,Italy,79.95
504123,P001,Wireless Mouse,2,2023-10-13,15.99,10259,Switzerland,31.98
504124,P003,USB-C Cable,2,2023-10-20,9.99,10151,Italy,19.98
504125,P003,USB-C Cable,2,2023-01-07,9.99,10214,Spain,19.98
504126,P007,Portable SSD,4,2023-07-09,99.99,10490,France,399.96
504127,P007,Portable SSD,4,2023-02-22,99.99,10232,France,399.96
504128,P007,Portable SSD,2,2023-05-12,99.99,10308,France,199.98
504129,P005,Webcam,2,2023-12-30,49.99,10366,Italy,99.98
504130,P006,Noise Cancelling Headphones,1,2023-01-07,129.99,10446,Netherlands,129.99
